"sample1","sample2","Heterogeneous.Selection","Homogeneous.Selection","Dispersal.Limitation","Homogenizing.Dispersal","Drift.and.Others"
"B40","B19",0,0.0946593632317699,0.52755905511811,0,0.37778158165012
"B48","B19",0,0.196508045190003,0.374243980372019,0,0.429247974437978
"B49","B19",0.0198562136254707,0.199246833276275,0.37007874015748,0.00125527787287459,0.409562935067899
"B50","B19",0.0112975008558713,0.226691772224124,0.334531553121077,0.0271025904370649,0.400376583361862
"B58","B19",0.00479287915097569,0.296587926509186,0.346228460572863,0.0422229829966906,0.310167750770284
"B59","B19",0.00872988702499144,0.379036859522994,0.235136368823462,0.00102704553235193,0.3760698390962
"B60","B19",0.0126668948990072,0.146353988360151,0.527958461714025,0.0238502795846171,0.2891703754422
"B68","B19",0,0.0637338810909506,0.536288942143102,0,0.399977176765948
"B69","B19",0,0.0589980600251056,0.349195480999658,0,0.591806458975237
"B70","B19",0,0.0884970900376583,0.418121647837499,0,0.493381262124843
"B28","B20",0.00536346000228232,0.115428506219331,0.552151089809426,0.0245349766061851,0.302521967362775
"B29","B20",0.0041652402145384,0.270569439689604,0.198961542850622,0.0256190802236677,0.500684697021568
"B30","B20",0.00131233595800525,0.265377153942714,0.480086728289399,0.031153714481342,0.22207006732854
"B38","B20",0.00410818212940774,0.194282779869908,0.526075544904713,0.047415268743581,0.228118224352391
"B39","B20",0.00644756361976492,0.210715508387539,0.484993723610636,0.0109551523450873,0.286888052036974
"B40","B20",0.00233938149035718,0.0441629578911332,0.635912358781239,0.00850165468446879,0.309083647152802
"B48","B20",0.00490699532123702,0.21168549583476,0.262181901175397,0.0156909734109323,0.505534634257674
"B49","B20",0.000969987447221271,0.127467762181901,0.570866141732283,0.0205409106470387,0.280155197991555
"B50","B20",0.00365171744836243,0.185495834759785,0.43289969188634,0.0203697363916467,0.357583019513865
"B58","B20",0.00057058085130663,0.285803948419491,0.48105671573662,0.052151089809426,0.180417665183156
"B59","B20",0.00057058085130663,0.237932214994865,0.274392331393358,0.00176880063905055,0.48533607212142
"B60","B20",0.000969987447221271,0.217790710943741,0.544334132146525,0.0201985621362547,0.216706607326258
"B68","B20",0.00057058085130663,0.114116170261326,0.527330822777588,0.00599109893871962,0.35199132717106
"B69","B20",0.00057058085130663,0.124443683669976,0.338925025676138,0.00599109893871962,0.530069610863859
"B70","B20",0.00057058085130663,0.0342919091635285,0.400661873787516,0.00736049298185553,0.557115143215794
"B29","B28",0,0.368481113773822,0.170717790710944,0.0176880063905055,0.443113089124729
"B30","B28",0.0072463768115942,0.495435353189547,0.135684126440717,0.0321237019285633,0.329510441629579
"B38","B28",0.0135227661759671,0.0733766974780326,0.605899806002511,0.0211114914983453,0.286089238845144
"B39","B28",0.0118680817071779,0.110635627068356,0.540739472783293,0.0182585872418122,0.318498231199361
"B40","B28",0.442428392103161,0.0288143329909848,0.181672943056031,0.0277302293735022,0.319354102476321
"B48","B28",0.0671573661987904,0.0462741070409677,0.412815245920347,0.00553463425767431,0.468218646582221
"B49","B28",0,0.127581878352163,0.487675453611777,0.0124957206436152,0.372246947392446
"B50","B28",0.00205409106470387,0.174426566244437,0.501483510213397,0.0193997489444254,0.302636083533037
"B58","B28",0,0.315074746091521,0.497888850850165,0.0110692685153486,0.175967134542965
"B59","B28",0.00319525276731713,0.18418349880178,0.54479059682757,0.00114116170261326,0.266689489900719
"B60","B28",0,0.367054661645555,0.144242839210316,0.0272737646924569,0.461428734451672
"B68","B28",0,0.137053520483853,0.583361862375899,0.0124386625584845,0.267145954581764
"B69","B28",0,0.143843432614401,0.427136825288143,0.00302407851192514,0.42599566358553
"B70","B28",0,0.125014264521283,0.447677735935182,0.00542051808741299,0.421887481456122
"B30","B29",0.000684697021567956,0.521910304690175,0,0.112689718133059,0.364715280155198
"B38","B29",0.01032751340865,0.20997375328084,0.422115713796645,0.0205409106470387,0.337042108866826
"B39","B29",0.0199703297957321,0.176937121990186,0.442542508273422,0.0212826657537373,0.339267374186922
"B40","B29",0.0015405682985279,0.0858724181216478,0.501255277872875,0.0269884742668036,0.384343261440146
"B48","B29",0.0149492183042337,0.124671916010499,0.479173798927308,0.00701814447107155,0.374186922286888
"B49","B29",0.020997375328084,0.0943740728061166,0.546730571722013,0.0130663014949218,0.324831678648865
"B50","B29",0.0325231085244779,0.106641561109209,0.440089010612804,0.0193426908592948,0.401403628894214
"B58","B29",0.0226520597968732,0.307143672258359,0.456864087641219,0.0109551523450873,0.202385027958462
"B59","B29",0.0213967819239986,0.263551295218532,0.258929590322949,0.00142645212826658,0.454695880406254
"B60","B29",0.000285290425653315,0.416752253794363,0,0.110692685153486,0.472269770626498
"B68","B29",0.0358324774620564,0.0945452470615086,0.505363460002282,0.00199703297957321,0.362261782494579
"B69","B29",0.0307543078854274,0.170261326029898,0.323176994180075,0.00336642702270912,0.47244094488189
"B70","B29",0.0111263266004793,0.176765947734794,0.374814561223325,0.0030811365970558,0.434212027844346
"B38","B30",0.0349766061850964,0.395127239529841,0.328141047586443,0.0231085244779185,0.218646582220701
"B39","B30",0.0211114914983453,0.338982083761269,0.337783863973525,0.0230514663927879,0.279071094374073
"B40","B30",0.456521739130435,0.11012210430218,0.0168321351135456,0.0132945338354445,0.403229487618395
"B48","B30",0.00399406595914641,0.062649777473468,0.553805774278215,0.00850165468446879,0.371048727604702
"B49","B30",0.00952870021682072,0.108638594088782,0.666381376241013,0.00348054319297044,0.211970786260413
"B50","B30",0.0317813534177793,0.106185096428164,0.501483510213397,0.0223097112860892,0.33824032865457
"B58","B30",0.0225950017117426,0.301095515234509,0.501540568298528,0.0132945338354445,0.161474380919776
"B59","B30",0.014892160219103,0.241926280954011,0.538228917037544,0.00256761383087984,0.202385027958462
"B60","B30",0,0.441629578911332,0,0.129179504735821,0.429190916352847
"B68","B30",0.0183156453269428,0.105386283236335,0.507303434896725,0.00633344744950359,0.362661189090494
"B69","B30",0.0124957206436152,0.188291680931188,0.325002852904257,0.00542051808741299,0.468789227433527
"B70","B30",0.0124957206436152,0.209231998174141,0.379322149948648,0.00753166723724752,0.391418463996348
"B39","B38",0.00701814447107155,0.35718361291795,0.322435239073377,0.0078740157480315,0.30548898778957
"B40","B38",0.00564875042793564,0.261782494579482,0.499543535318955,0.0405682985279014,0.192456921145726
"B48","B38",0.0283008102248089,0.227832933926737,0.403115371448134,0.00296702042679448,0.337783863973525
"B49","B38",0.0143786374529271,0.257217847769029,0.408992354216592,0,0.319411160561452
"B50","B38",0.0255049640534064,0.282209289056259,0.415154627410704,0.00125527787287459,0.275875841606756
"B58","B38",0,0.378352162501426,0.357240671003081,0.00427935638479973,0.260127810110693
"B59","B38",0.00793107383316216,0.367625242496862,0.293620906082392,0.0167180189432843,0.3141047586443
"B60","B38",0.0270455323519343,0.356613032066644,0.332078055460459,0.0209403172429533,0.26332306287801
"B68","B38",0.0569439689604017,0.174825972840351,0.544105899806003,0.0409106470386854,0.183213511354559
"B69","B38",0.057400433641447,0.177393586671231,0.361006504621705,0.021168549583476,0.383030925482141
"B70","B38",0.00627638936437293,0.183441743695082,0.418463996348283,0.0228802921373959,0.368937578454867
"B40","B39",0.00804519000342349,0.222469473924455,0.485564304461942,0.0309254821408194,0.25299554946936
"B48","B39",0.00798813191829282,0.234451671801894,0.370135798242611,0.00119821978774392,0.386226178249458
"B49","B39",0.0112404427707406,0.230571722013009,0.403971242725094,0,0.354216592491156
"B50","B39",0.0283008102248089,0.250484993723611,0.439461371676367,0,0.281752824375214
"B58","B39",0.0122674883030925,0.392844916124615,0.308684240556887,0.00621933127924227,0.279984023736163
"B59","B39",0.015576857240671,0.396382517402716,0.245406824146982,0.0142645212826658,0.328369279926966
"B60","B39",0.0180874129864202,0.357468903343604,0.338582677165354,0.0203697363916467,0.265491270112975
"B68","B39",0.00182585872418122,0.183841150290996,0.540739472783293,0.0205979687321693,0.25299554946936
"B69","B39",0.00610521510898094,0.197991555403401,0.357697135684126,0.0193426908592948,0.418863402944197
"B70","B39",0.0119821978774392,0.190516946251284,0.4173798927308,0.0206550268173,0.359465936323177
"B48","B40",0.0164327285176309,0.0457605842747917,0.533264863631177,0.010498687664042,0.394043135912359
"B49","B40",0.000627638936437293,0.111947963026361,0.541252995549469,0.00228232340522652,0.343889079082506
"B50","B40",0.0195138651146868,0.0859865342919092,0.519856213625471,0.0105557457491727,0.364087641218761
"B58","B40",0.00758872532237818,0.227547643501084,0.486020769142988,0.0329795732055232,0.245863288828027
"B59","B40",0.00176880063905055,0.204952641789342,0.469245692114573,0.00165468446878923,0.322378180988246
"B60","B40",0.453155312107726,0.0960287572749059,0.0150062763893644,0.0123816044733539,0.42342804975465
"B68","B40",0.436037886568527,0.0486134885313249,0.489900718931873,0.00142645212826658,0.0240214538400091
"B69","B40",0,0.0503252310852448,0.7435809654228,0.00211114914983453,0.20398265434212
"B70","B40",0,0.108695652173913,0.791395640762296,0.00319525276731713,0.0967134542964738
"B49","B48",0.0186579938377268,0.108695652173913,0.453212370192856,0.0721214196051581,0.347312564190346
"B50","B48",0.0331507474609152,0.153086842405569,0.374243980372019,0.0199703297957321,0.419548099965765
"B58","B48",0.00182585872418122,0.300068469702157,0.344288485678421,0.05249343832021,0.301323747575031
"B59","B48",0.0134086500057058,0.304918406938263,0.230229373502225,0.0508387538514207,0.400604815702385
"B60","B48",0.00764578340750884,0.0701814447107155,0.566073262581308,0.000114116170261326,0.355985393130207
"B68","B48",0.00279584617140249,0.0810224808855415,0.523336756818441,0.00964281638708205,0.383202099737533
"B69","B48",0.0143215793677964,0.396496633572977,0.0374301038457149,0.00057058085130663,0.551181102362205
"B70","B48",0.00730343489672487,0.135855300696109,0.424569211457263,0.0104416295789113,0.421830423370992
"B50","B49",0.0106128038343033,0.118909049412302,0.562307428962684,0.0171744836243296,0.290996234166381
"B58","B49",0.0104416295789113,0.290539769485336,0.438605500399407,0.00547757617254365,0.254935524363802
"B59","B49",0.0277872874586329,0.306858381832706,0.37350222526532,0.00581992468332763,0.286032180760014
"B60","B49",0.00844459659933813,0.0710373159876755,0.640362889421431,0.0334360378865685,0.246719160104987
"B68","B49",0.0026246719160105,0.0515234508729887,0.565559739815132,0.0118680817071779,0.368424055688691
"B69","B49",0.00884400319525277,0.0563733881090951,0.382003879949789,0.0245349766061851,0.528243752139678
"B70","B49",0.00964281638708205,0.0742325687549926,0.453840009129294,0.0120392559625699,0.450245349766062
"B58","B50",0.0118680817071779,0.378580394841949,0.343946137167637,0.00273878808627182,0.262866598196965
"B59","B50",0.0078740157480315,0.385712655483282,0.285176309483054,0.00205409106470387,0.319182928220929
"B60","B50",0.0185438776674655,0.110521510898094,0.514264521282666,0,0.356670090151775
"B68","B50",0.00650462170489558,0.0509528700216821,0.556259271938834,0.0140933470272738,0.372189889307315
"B69","B50",0.0235079310738332,0.0287002168207235,0.621819011753965,0.0336072121419605,0.292365628209517
"B70","B50",0.00599109893871962,0.0535775419376926,0.51466392787858,0.00947164213169006,0.416295789113317
"B59","B58",0.00176880063905055,0.595458176423599,0.0174597740499829,0.0968275704667351,0.288485678420632
"B60","B58",0.0146068697934497,0.431073833162159,0.375156909734109,0.0123245463882232,0.166837840922059
"B68","B58",0.00753166723724752,0.252824375213968,0.496291224466507,0.00239643957548785,0.24095629350679
"B69","B58",0.0105557457491727,0.111149149834532,0.317185895241356,0.0087869451101221,0.552322264064818
"B70","B58",0.00890106128038343,0.21773365285861,0.391989044847655,0.0118680817071779,0.369508159306174
"B60","B59",0.0192285746890334,0.426223895926053,0.357925368024649,0.00422229829966906,0.192399863060596
"B68","B59",0.00542051808741299,0.217562478603218,0.49224010042223,0.000741755106698619,0.28403514778044
"B69","B59",0,0.0679561793906197,0.318726463539884,0.000798813191829282,0.612518543877667
"B70","B59",0,0.200159762638366,0.388793792080338,0.00057058085130663,0.41047586442999
"B68","B60",0.0057058085130663,0.0712655483281981,0.50519228574689,0.0106128038343033,0.407223553577542
"B69","B60",0,0.216820723496519,0.322891703754422,0.0100992810681274,0.450188291680931
"B70","B60",0,0.164897866027616,0.374415154627411,0.00182585872418122,0.458861120620792
"B69","B68",0,0.47335387424398,0.510441629578911,0.000285290425653315,0.015919205751455
"B70","B68",0,0.350393700787402,0.553748716193085,0.00125527787287459,0.0946023051466393
"B70","B69",0,0.505534634257674,0.40362889421431,0.000399406595914641,0.0904370649321009
