"sample1","sample2","Heterogeneous.Selection","Homogeneous.Selection","Dispersal.Limitation","Homogenizing.Dispersal","Drift.and.Others"
"B41","B22",0.0134657080908365,0.331165126098368,0.427992696565103,0.00216820723496519,0.225208262010727
"B42","B22",0.0137509985164898,0.282038114800867,0.452299440830766,0.00336642702270912,0.248545018829168
"B43","B22",0.0148351021339724,0.339210316101792,0.444368366997604,0.00924340979116741,0.192342804975465
"B51","B22",0.0132374757503138,0.238046331165126,0.273992924797444,0.00228232340522652,0.47244094488189
"B52","B22",0.0147780440488417,0.201814447107155,0.421488074860208,0,0.361919433983796
"B53","B22",0.0256761383087984,0.251968503937008,0.471299783179277,0.000513522766175967,0.250542051808741
"B61","B22",0.0591692342804975,0.123587812393016,0.352961314618281,0.00336642702270912,0.460915211685496
"B62","B22",0.0681273536460116,0.149663357297729,0.290482711400205,0.00467876298071437,0.48704781467534
"B63","B22",0.0438776674654799,0.0569439689604017,0.501939974894443,0.000456464681045304,0.396781923998631
"B31","B23",0.00907223553577542,0.27627524820267,0.413271710601392,0.00348054319297044,0.297900262467192
"B32","B23",0.00958575830195139,0.346057286317471,0.443854844231428,0.000399406595914641,0.200102704553235
"B33","B23",0.00747460915211686,0.351763094830538,0.291509756932557,0.0120963140477006,0.337156225037088
"B41","B23",0.00102704553235193,0.296759100764578,0.463996348282552,0.00616227319411161,0.232055232226406
"B42","B23",0.00621933127924227,0.335159192057515,0.454467648065731,0.00650462170489558,0.197649206892617
"B43","B23",0.0162044961771083,0.325630491840694,0.470900376583362,0.00736049298185553,0.17990414241698
"B51","B23",0.0114116170261326,0.275191144585188,0.301894328426338,0.000912929362090608,0.410589980600251
"B52","B23",0.00736049298185553,0.207577313705352,0.44408307657195,0,0.340979116740842
"B53","B23",0.0317813534177793,0.279413442884857,0.458575830195139,0,0.230229373502225
"B61","B23",0.0347483738445738,0.116455551751683,0.377667465479859,0,0.471128608923885
"B62","B23",0.042337099166952,0.110065046217049,0.429247974437978,0,0.418349880178021
"B63","B23",0.0102133972383887,0.0523793221499486,0.531553121077257,0.000684697021567956,0.405169462512838
"B32","B31",0.00273878808627182,0.509585758301951,0.218247175624786,0.026246719160105,0.243181558826886
"B33","B31",0.00507816957662901,0.523564989158964,0.0968275704667351,0.0158621476663243,0.358667123131348
"B41","B31",0.0445623644870478,0.383030925482141,0.319125870135798,0.00621933127924227,0.247061508615771
"B42","B31",0.0399977176765948,0.391019057400434,0.298185552892845,0.00302407851192514,0.267773593518202
"B43","B31",0.036574232568755,0.387082049526418,0.335672714823691,0.00239643957548785,0.238274563505649
"B51","B31",0.00770284149263951,0.417836357411845,0.139849366655255,0.00850165468446879,0.426109779755791
"B52","B31",0.00975693255734338,0.378409220586557,0.266974780326372,0.00673285404541824,0.338126212484309
"B53","B31",0.00399406595914641,0.429590322948762,0.309368937578455,0.00707520255620221,0.249971470957435
"B61","B31",0.0180874129864202,0.329168093118795,0.246034463083419,0.0127810110692685,0.393929019742097
"B62","B31",0.0357183612917951,0.313363003537601,0.235022252653201,0.0107839780896953,0.405112404427707
"B63","B31",0.00211114914983453,0.236562820951729,0.494978888508502,0.00639050553463426,0.259956635855301
"B33","B32",0.0151203925596257,0.607155083875385,0.161017916238731,0.00935752596142873,0.207349081364829
"B41","B32",0.0379436266118909,0.442656624443684,0.319182928220929,0.0186579938377268,0.18155882688577
"B42","B32",0.0174027159648522,0.44151546274107,0.328198105671574,0.0216820723496519,0.191201643272852
"B43","B32",0.00998516489786603,0.45184297614972,0.291452698847427,0.0190003423485108,0.227718817756476
"B51","B32",0.0057058085130663,0.481513180417665,0.216934839666781,0.00656167979002625,0.289284491612462
"B52","B32",0.0132374757503138,0.331735706949675,0.316215907794134,0.000513522766175967,0.338297386739701
"B53","B32",0.0230514663927879,0.41053292251512,0.350678991213055,0.0357183612917951,0.180018258587242
"B61","B32",0.04216592491156,0.340465593974666,0.283008102248089,0.00867282893986078,0.325687549925824
"B62","B32",0.057400433641447,0.341150290996234,0.306687207577314,0.00736049298185553,0.28740157480315
"B63","B32",0,0.305317813534178,0.539940659591464,0.00753166723724752,0.147209859637111
"B41","B33",0.0438776674654799,0.495321237019286,0.21339723838868,0.00102704553235193,0.246376811594203
"B42","B33",0.0444482483167865,0.505249343832021,0.195823348168435,0.000171174255391989,0.254307885427365
"B43","B33",0.0317242953326486,0.462455779984024,0.20478146753395,0.000741755106698619,0.300296702042679
"B51","B33",0.00319525276731713,0.545988816615314,0.114287344516718,0.00747460915211686,0.329053976948534
"B52","B33",0.00336642702270912,0.360150633344745,0.191543991783636,0.005249343832021,0.439689604016889
"B53","B33",0.00564875042793564,0.422115713796645,0.206607326258131,0.062992125984252,0.302636083533037
"B61","B33",0.00650462170489558,0.354787173342463,0.151318041766518,0.00530640191715166,0.482083761268972
"B62","B33",0.00365171744836243,0.386796759100765,0.269200045646468,0.00815930617368481,0.33219217163072
"B63","B33",0,0.0644756361976492,0.500285290425653,0.005249343832021,0.429989729544677
"B42","B41",0.00313819468218647,0.676195366883487,0.00621933127924227,0.0354330708661417,0.279014036288942
"B43","B41",0.00290996234166381,0.520826201072692,0,0.0458176423599224,0.430446194225722
"B51","B41",0.00764578340750884,0.325059910989387,0.423713340180304,0.000513522766175967,0.243067442656624
"B52","B41",0.0448476549127011,0.281809882460345,0.333162159077941,0.0010841036174826,0.33909619993153
"B53","B41",0.0108980942599566,0.473924455095287,0.310453041195937,0.0397694853360721,0.164954924112747
"B61","B41",0.0134657080908365,0.160219103046902,0.316330023964396,0,0.509985164897866
"B62","B41",0.0127239529841379,0.272338240328655,0.383943854844231,0.0272167066073263,0.30377724523565
"B63","B41",0.0667579596028757,0.187835216250143,0.452071208490243,0.00325231085244779,0.290083304804291
"B43","B42",0.00285290425653315,0.52499144128723,0.0321237019285633,0.0705237932214995,0.369508159306174
"B51","B42",0.0196279812849481,0.317870592262924,0.453041195937464,5.7058085130663e-05,0.209403172429533
"B52","B42",0.0724067100308114,0.237475750313819,0.314218874814561,0.00239643957548785,0.37350222526532
"B53","B42",0.016090380006847,0.495606527444939,0.290311537144813,0.0338925025676138,0.164099052835787
"B61","B42",0.0158050895811937,0.143329909848225,0.339210316101792,0.000342348510783978,0.501312335958005
"B62","B42",0.0207120849024307,0.16438434326144,0.446308341892046,0.00057058085130663,0.368024649092776
"B63","B42",0.0243638023507931,0.286146296930275,0.45178591806459,0.00239643957548785,0.235307543078854
"B51","B43",0.00770284149263951,0.156738559853931,0.411788200387995,0.00114116170261326,0.422629236562821
"B52","B43",0.0352618966107497,0.303948419491042,0.311308912472897,0.000798813191829282,0.348681958233482
"B53","B43",0.0149492183042337,0.467077484879607,0.306002510555746,0.0469588040625357,0.165011982197877
"B61","B43",0.00479287915097569,0.168207234965195,0.290539769485336,0.00216820723496519,0.534291909163528
"B62","B43",0.0094145840465594,0.152230971128609,0.408878238046331,0.0276731712883716,0.401803035490129
"B63","B43",0.0259614287344517,0.11274677621819,0.483110806801324,0.00353760127810111,0.374643386967933
"B52","B51",0.00581992468332763,0.311023622047244,0.191543991783636,0.00621933127924227,0.48539313020655
"B53","B51",0.0179162387310282,0.359522994408308,0.221955951158279,0.0606527444938948,0.33995207120849
"B61","B51",0.00621933127924227,0.315930617368481,0.173114230286432,0.00542051808741299,0.499315302978432
"B62","B51",0.0110692685153486,0.203297957320552,0.263494237133402,0.00507816957662901,0.517060367454068
"B63","B51",0.00251055574574917,0.0750313819468219,0.502168207234965,0,0.420289855072464
"B53","B52",0.0429647381033893,0.275590551181102,0.373331051009928,0.00102704553235193,0.307086614173228
"B61","B52",0.0240214538400091,0.306915439917836,0.224181216478375,0.00393700787401575,0.440944881889764
"B62","B52",0.0493552436380235,0.253737304576058,0.261668378409221,0.00319525276731713,0.43204382060938
"B63","B52",0.00593404085358895,0.155996804747233,0.518030354901289,0.00216820723496519,0.317870592262924
"B61","B53",0.0273878808627182,0.236391646696337,0.335444482483168,0.0122104302179619,0.388565559739815
"B62","B53",0.0160333219217163,0.205066757959603,0.378922743352733,0.0115257331963939,0.388451443569554
"B63","B53",0.0127810110692685,0.0991098938719617,0.500114116170261,0.0309254821408194,0.357069496747689
"B62","B61",0.0566586785347484,0.283293392673742,0.243181558826886,0.00211114914983453,0.414755220814789
"B63","B61",0.0169462512838069,0.199246833276275,0.510612803834303,0.00211114914983453,0.27108296245578
"B63","B62",0,0.0532351934269086,0.552949903001255,0.000855871276959945,0.392959032294876
