,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62,B63,B64,B65,B66,B67,B68,B69,B70
e78cafb5219d4977d41ab6242018a498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0,0,0,0,0,0,0,0,0,21,17,16,11,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
9e94e0d4d6618d8be09e165f54ff38b7,0,8,8,0,10,0,1,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,9,0,0,0,0,23,0,0,12,0,0,0,0,6,0
d5dfb6f38b0d9a1240476440f9673003,0,0,0,0,0,7,0,0,10,0,0,0,18,0,0,0,0,0,6,8,18,27,0,0,18,11,3,0,0,6,0,0,0,0,0,15,0,3,4,0,0,1,0,1,0,0,9,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
9fd2c981f4147c91a352cc89a1f8a578,0,0,0,0,0,0,0,0,0,0,28,0,3,2,6,0,0,0,3,0,0,0,0,0,159,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
03e9b77dd5029603153b26a282443c0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,23,0,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ece065a0c71d0fbc8db788fef42b34e1,1,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,21,5,0,0,58,11,4,0,0,0,8,0,0,0,4,0,0,6,0,0,0,0,0,0,11,20,11,8,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
e3f683232d6d424c3c260247cfaa8976,3,1,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,2,0,0,18,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,15,0,11,0,5,18,0,0,0,20,8,2,0,0,1,11,0,0,1,1,0,0
5bc7c9c41e1c4e0d84673e94934a3eba,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,22,0,15,3,0,0,0,22,37,2,0,0,0,0,0,0,0,0,0,0
7c2c4daff4c3b7bba26ea54072a15a74,0,0,0,0,0,0,0,0,0,0,76,52,13,18,3,0,0,0,0,1,7,0,0,0,7,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0
ce0d97e6a0f13fedfd3b8994c764d4ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,14,0,0,0,0,0,0,0,0,0,0,16,24,12,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,8,0,0,0,0,0,0
43552139c05624cbe2f6ddffd81c455b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30e7f40c5081c5ad45eaacb09527cf8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
d5eaef25040d314cf99fecaf811a0be6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e50aedcc9ab4b51a93a2dd6ca737ad22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,63,0,5,0,0,0,0,0,0,22,0,0,0,0,0,0
d6043f0e58167ff60f496fe5fb91a22f,0,0,0,0,0,0,0,0,0,0,105,6,6,15,1,0,0,0,2,0,1,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,98,0,0,0,0,0,0,0,0
aca20d71042f94c7e187f26458eebf70,0,0,0,0,0,0,0,0,0,0,50,8,0,14,0,14,33,0,5,4,0,0,5,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53d1b8378b24839eb2533ab12f7b9a88,0,0,0,1,9,0,0,0,0,0,8,34,0,0,0,0,0,21,0,13,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3ac425270001dc0043919ee4ce031d9,0,0,0,0,0,0,0,0,0,0,110,0,28,19,3,0,0,0,0,0,0,0,0,7,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,0,0,0,0
7830b6506ca2149eb42dadb536d1c7e0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,0,9,6,10,7,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
330a063cb7c756508e516f09e0d86371,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,0,0,24,6,39,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,3,11,4,3,0,0,0,0,12,0,16,0,21,0,0,0,0,0,9,0,0,0,12,0,0,1,0,0,0
ee1c8b2b3c29b4f81d05d0ad3f51a975,4,0,12,0,1,18,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,6,11,0,2,0,0,5,0,0,0,25,26,0,6,0,0,0,0,0,0,0,12,0,11,16,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
92d53c21504a42e31feef8fce1881fa9,30,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,2,4,3,0,0,0,0,34,0,24,10,0,4,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
a15b5ad8459248ca5da510f1b0672f65,1,59,0,0,0,7,7,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd8065495488eb149b6baadc4e5b060c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,0,0,0,0,0,0,0,0,0,0,9,20,17,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
03a1f9cef967918dc4d625f838428125,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,24,31,20,0,15,0,0,0,0,9,0,2,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7b178910052b4d62bca6e7f556aff63,0,9,0,0,0,0,0,0,10,0,0,0,4,0,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,1,71,0,0,33,6,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1570217ca0c82c686dd3d06828f61cfa,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0a70509f7e2eeef76eb27aea4cd727c,0,0,0,0,0,0,0,0,0,0,8,6,7,0,0,0,0,3,0,2,0,27,24,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,5,0,10,0,4,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0
d8c4c23db6d4383afee8ebe21229e526,20,2,0,0,9,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,2,0,9,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9a2151547b0b5c94264ecce2b1be1646,0,25,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,14,13,0,0,7,0,0,8,0,0,4,0,0,0,0,0,0,0,5,0,0,8,16,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
16c4498685df1d23d127136f8eb14120,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,25,0,0,8,8,0,0,13,0,0,0,0,0,0,0,0,0,0,1
961117aeec87c6f3e8fd08c2b62173f5,41,36,0,0,0,0,3,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd4fd0da2af28f6caf859b686e16f8d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,28,0,21,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
7a773f96233af81ae1ef5662e9f8a102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5aee0b48389f7cdfe70569184464e4fe,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af2eab5e34b8d8d5f4b9c1a9490d0e6f,7,0,10,0,0,0,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,22,17,0,0,0,0,0,0,1,0,0,0,0
9c3812d693a5eb4a895d2b795fe8c569,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,4,13,13,0,0,0,0,0,0,0,0,0,0,11,11,10,12,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
85bc209a9f66077c8cc586a9166f455d,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,6,0,0,0,0,0,0,0,0,0,0,2,4,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
c38526d4bf0a37a5b55359e49f8bb5ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6aa76b4452a478cbb49f14f9ac8d220,8,0,9,2,10,45,4,0,6,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b153c8d4ff3d6dbfcf7bd93e0e93b070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,4,5,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,10,3,49,4,0,0,13,0,0,0,0,10,20,0,0,0,0,4,0,0,0,0,0,0
90885f970afc4ee376d03a5344425123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c2e143c56c2698a5aa68d7c0d0040ad,0,0,0,0,0,0,0,0,0,0,71,6,23,11,2,0,0,0,4,0,0,0,0,5,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,97,0,0,0,0,0,0,0,0
90bf1471d39b9b91373b4009d4ba08e8,7,9,0,0,0,0,5,0,15,20,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,10,2,0,10,0,39,0,1,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e231d8e97b3dda6bfa7f2f0e5d8ae023,4,0,87,0,0,9,3,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,24,0,0,0,0,1,0,3,2,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b24a958bb2481864301b1e129e7cd6ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,34,10,8,0,18,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f45e9594b13bbabddf944a8f29b7f8e,0,0,0,0,0,0,0,0,0,0,87,51,7,3,4,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,8,0,0,0,0,0,0,0,0
f0eab4f31c34f817945fa852f1479f98,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,2,0,15,0,0,0,31,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,19,0,0,33,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,1,1,0
0a9a7eec9be0a70d39512c8678588d7c,0,0,0,0,0,0,0,0,0,0,7,26,0,8,0,0,0,0,0,0,0,12,19,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,2,2,4,0,1,0,0,0,0,16,34,5,0,0,0,3,1,0,0,0,0,0
d7ca723f53e2d0115bd30f9472d98dac,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,7,0,0,5,19,0,13,0,0,0,0,0,111,0,0,0,0,0,0,0,0
d21ea5c18f28c4fc8f66dff5d6399e76,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0,0,0,0,0,0,0,0,0,0,0
8c38722299a540f73a61cd5e8ae3e857,0,0,0,0,0,3,0,0,0,12,0,16,0,0,0,0,0,0,5,0,10,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,9,0,24,9,8,5,0,0,3,0,0,4,0,0,0,0,0,32,0,2,0,0,0,0
c5357e97868851c498cc34304b51ccbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2c181e303d2975be35bfbea89062deb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69763f6ec402a88ef1a7cf2f01de9a84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,10,9,21,10,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
14febdc2c13d59b6c9c494b64284a6ba,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,18,16,11,8,20,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695b580e945040abcf5bd1eb39b7e66e,0,0,0,0,0,0,2,0,0,0,0,21,10,0,0,0,0,18,12,1,0,0,10,3,9,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,5,0,0,0,0,7,0,0,0,0,25,20,0,0,0,2,6,0,0,0,0,0,1
914a08bdf64dce913ab4ad4899a2e360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,0,0,0,0,0,0,0,0,0,0,17,9,9,17,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
ea29c1b3b4f8b01982feed38c82242ff,7,16,7,0,0,0,0,0,0,11,0,10,5,0,0,0,1,0,12,0,28,2,5,5,2,0,3,0,0,0,0,4,0,3,4,3,0,0,0,0,1,0,0,0,0,0,11,18,4,0,0,1,0,8,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
0454e7c8fd583aaaa800b78984b06923,0,0,0,5,35,26,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5d314a48e7e69fb1ec3415f71036c04,0,0,0,0,0,0,0,0,0,0,0,0,12,47,18,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4c0ddeb4d44f07c85548f64766624a0,0,0,0,0,0,2,0,0,0,0,6,0,43,0,0,0,0,0,0,15,13,0,26,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,10,17,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117d85615598cc9fa0d3f568c3db26c2,0,0,0,0,0,0,0,0,0,0,101,26,4,10,3,0,0,0,0,0,0,0,0,8,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0
0bc71f5fc6d5f983512151e48431cc92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,13,26,17,6,9,19,0,9,0,0,0,0,5,4,0,0,0,0,0,0,1,1,0,0
96b8655644eb75f248ecb5ab848706d5,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,21,0,10,15,25,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,25,13,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
a00dc60b8377d719c4e941d27c47c131,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2,0,0,0,7,0,6,0,0,0,0,0,7,0,0,2,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,24,33,0,0,0,0,0,0,0,0,0,0,0
0478e2a1c870a0790594044507394c67,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,1,0,6,0,0,0,20,0,12,0,5,15,0,0,0,10,13,5,0,0,0,9,0,0,2,1,0,0
e1e365fead9f1e29fd80c54392d130fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,13,0,0,0,0,0,0,0,0,0,0,8,8,11,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
50ad03cae65c54bb1a614b560be92d85,22,4,9,0,12,13,0,0,3,21,0,0,0,0,0,0,0,11,0,0,20,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d1f272c7ee437913d247f63ba4cde11,3,0,0,0,0,6,0,0,0,0,9,0,4,8,0,0,0,23,6,4,0,0,0,21,2,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,9,3,4,2,0,0,17,0,23,0,0,0,12,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0
58eff0f2638b5f146f63235a50996f71,0,0,4,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,28,0,8,8,0,1,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,0,4,12,10,0,0,0,0,0,10,19,0,0,0,0,22,0,0,2,1,0,1
7261d7d2947573d31bd52128cf64e967,8,5,11,0,0,0,9,0,4,22,0,0,59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,8,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937720a82163e3670ccb044652a18490,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,35,0,0,9,0,0,0,23,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,22,0,0,0,0,2,0
476571e265fb69ef0f4b18e176e32b55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,10,2,0,0,0,0,0,0,0,0,0,10,12,7,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0802f4785a9f4fe743568bf9b7fe82b5,0,4,6,0,0,3,5,0,0,0,36,7,0,14,0,6,4,0,7,7,0,0,0,20,14,0,0,0,0,0,17,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ace6ba5b58627c98e9234c04a33e0633,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,18,53,0,0,0,0,0,0,0,0,0,0,0
2c3e838b27161e431abf0229c69dc261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,16,18,13,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
acfd0c305158cee9ca294578e2589b4f,4,0,0,0,0,2,0,0,5,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194fa666bd469537cc262e90e247451d,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,7,15,0,0,0,0,40,0,0,0,0,0,0
a5ad80434cf09f811f9c19fba22e11b3,60,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c7ef54f53d58236af8af8645cde7401a,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,7,0,0,0,0,0,0,14,16,11,14,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
257ee40df0b2da0cd3a2f49da922dc01,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,4,0,0,18,15,3,0,0,0,36,0,0,1,0,0,0
39585aea92a73b467257f5dd40488044,0,0,0,0,0,0,0,0,0,0,49,5,0,7,0,13,37,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf77b7e3d53da9d82893edad5af118e4,2,0,7,0,1,0,3,0,0,0,0,3,0,4,0,0,0,0,16,4,0,0,17,0,19,0,7,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,5,10,3,0,19,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0
908655925619e38fedd4938d8a3dcdd2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,27,0,4,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,3,12,0,0,8,0,0,0,7,22,0,0,9,0,0,0,8,6,0,0,6,0,11,0,0,0,2,3,1
